Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Yr
Brad Lohaus,PF,23,BOS,9,26,19.2,.727,.182,.000,4.7,13.8,9.3,0.0,0.0,2.4,8.3,20.9,,0.1,0.0,0.1,.154,,2.4,1.3,3.7,0.0,1988
John Lucas,PG,34,MIL,5,80,15.0,.468,.481,.333,6.9,4.5,5.7,33.7,3.1,0.0,16.2,19.4,,0.1,0.0,0.1,.061,,2.4,0.1,2.5,0.1,1988
Maurice Lucas,PF,35,POR,4,63,5.6,.339,.000,.308,13.6,32.7,21.8,10.0,0.8,0.0,25.3,12.2,,-0.1,0.1,0.0,-0.013,,-4.4,-1.2,-5.6,-0.1,1988
Rick Mahorn,PF,29,DET,23,409,4.4,.381,.000,.211,5.4,19.9,12.7,4.5,0.6,1.6,14.0,12.5,,-0.5,0.8,0.3,.034,,-5.3,0.4,-4.9,-0.3,1988
Jeff Malone,SG,26,WSB,5,199,19.1,.565,.010,.381,1.8,8.3,5.1,11.2,1.3,1.5,11.0,28.8,,0.3,0.2,0.5,.110,,2.4,0.1,2.5,0.2,1988
Karl Malone*,PF,24,UTA,11,494,18.4,.537,.004,.439,8.3,21.1,15.1,6.3,1.3,0.8,11.4,30.4,,0.2,0.8,1.0,.094,,1.0,-1.0,0.1,0.3,1988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988
Moses Malone*,C,32,WSB,5,198,18.2,.563,.015,.615,13.2,20.3,16.8,6.0,0.8,1.2,15.4,22.2,,0.3,0.2,0.5,.125,,2.8,-1.4,1.3,0.2,1988
Maurice Martin,SF,23,DEN,3,9,12.8,.458,.200,1.200,0.0,12.8,6.0,0.0,0.0,6.5,11.6,39.4,,0.0,0.0,0.0,-0.043,,-2.8,-0.3,-3.1,0.0,1988
Wes Matthews,PG,28,LAL,10,27,9.8,.638,.200,2.000,0.0,4.2,2.2,9.5,1.9,0.0,24.2,20.4,,0.0,0.0,0.0,.066,,-2.8,-0.1,-2.9,0.0,1988
Cedric Maxwell,SF,32,HOU,4,15,6.2,.500,.000,.000,7.2,0.0,3.7,8.9,0.0,0.0,0.0,5.6,,0.0,0.0,0.0,.058,,-1.8,-1.3,-3.1,0.0,1988
Rodney McCray,SF,26,HOU,4,159,8.2,.441,.032,.387,10.1,8.6,9.4,7.7,1.3,1.2,16.2,11.5,,0.0,0.1,0.1,.026,,-2.3,-0.7,-3.0,0.0,1988
Xavier McDaniel,SF,24,SEA,5,180,20.5,.579,.099,.296,9.3,20.3,15.1,19.6,0.8,0.3,10.7,23.4,,0.4,0.1,0.5,.140,,4.7,-0.2,4.5,0.3,1988
Kevin McHale*,PF,30,BOS,17,716,21.8,.670,.004,.523,9.4,13.6,11.5,10.1,0.5,2.6,10.8,22.8,,2.5,0.8,3.3,.222,,5.5,0.6,6.1,1.5,1988
Derrick McKey,SF,21,SEA,5,109,20.1,.660,.158,.447,7.7,12.8,10.4,9.9,1.3,2.8,9.9,19.0,,0.3,0.1,0.4,.169,,4.5,1.7,6.2,0.2,1988
Nate McMillan,PG,23,SEA,5,127,11.4,.401,.029,.400,5.6,12.7,9.4,30.1,0.8,1.5,16.3,15.9,,0.0,0.0,0.1,.022,,-0.2,-1.8,-1.9,0.0,1988
Dirk Minniefield,PG,27,BOS,11,50,2.5,.538,.286,.143,2.5,2.4,2.4,33.5,2.1,0.0,40.2,22.5,,-0.2,0.0,-0.1,-0.111,,-6.4,-1.5,-7.9,-0.1,1988
Mike Mitchell,SF,32,SAS,3,74,7.4,.391,.000,.162,7.9,16.1,11.4,7.0,0.6,0.8,11.2,23.2,,-0.2,0.0,-0.1,-0.091,,-3.4,-4.3,-7.7,-0.1,1988
Paul Mokeski,C,31,MIL,4,40,12.3,.421,.000,.429,13.8,11.9,12.9,0.0,3.8,3.1,10.7,19.6,,0.0,0.0,0.0,.031,,-3.3,-0.9,-4.2,0.0,1988
Sidney Moncrief*,SG,30,MIL,5,173,15.5,.606,.020,.540,3.8,8.9,6.3,21.8,0.9,0.4,15.1,17.7,,0.4,0.0,0.4,.122,,1.6,0.1,1.7,0.2,1988
Larry Nance,PF,28,CLE,5,200,15.8,.584,.000,.281,6.0,13.8,10.2,13.6,0.5,3.0,16.3,19.1,,0.2,0.2,0.4,.100,,1.4,1.4,2.9,0.2,1988
Ed Nealy,PF,27,SAS,2,36,6.8,.500,.000,.000,8.2,14.7,10.9,12.4,1.3,0.0,20.0,5.3,,0.0,0.0,0.0,.051,,-2.6,0.1,-2.4,0.0,1988
Chuck Nevitt,C,28,DET,3,4,15.6,.500,.000,.000,58.5,29.0,43.7,0.0,0.0,0.0,33.3,33.5,,0.0,0.0,0.0,-0.044,,-5.8,-6.8,-12.6,0.0,1988
Johnny Newman,SF,24,NYK,4,113,17.0,.506,.132,.235,8.3,3.1,5.7,11.9,2.7,0.6,7.4,30.5,,0.1,0.0,0.1,.050,,0.9,1.0,1.9,0.1,1988
Kurt Nimphius,C,29,SAS,3,30,13.7,.551,.000,.200,9.8,22.0,15.0,8.5,0.0,1.9,0.0,13.9,,0.1,0.0,0.1,.139,,-0.6,-0.1,-0.8,0.0,1988
Charles Oakley,PF,24,CHI,10,373,13.4,.497,.022,.264,11.3,27.0,18.9,12.4,0.8,0.6,15.1,14.1,,0.2,0.7,0.9,.113,,0.1,0.6,0.7,0.3,1988
Hakeem Olajuwon*,C,25,HOU,4,162,39.0,.641,.010,.439,13.2,33.2,22.9,9.3,2.8,4.2,7.1,32.7,,1.0,0.3,1.3,.385,,10.5,4.0,14.5,0.7,1988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988
Louis Orr,SF,29,NYK,2,3,13.3,.266,.000,2.000,39.0,39.5,39.3,0.0,0.0,0.0,0.0,26.7,,0.0,0.0,0.0,-0.080,,0.9,-7.8,-7.0,0.0,1988
Robert Parish*,C,34,BOS,17,626,15.0,.582,.000,.324,10.0,22.4,16.3,5.4,0.9,1.9,15.0,18.2,,0.5,0.9,1.4,.110,,1.4,-0.4,1.0,0.5,1988
Jim Paxson,SG,30,BOS,15,188,2.2,.369,.034,.339,0.7,5.1,2.9,8.5,1.7,0.7,15.0,19.2,,-0.5,0.2,-0.3,-0.089,,-6.9,-1.9,-8.8,-0.3,1988
John Paxson,PG,27,CHI,10,165,6.9,.420,.226,.075,0.0,2.7,1.3,26.8,0.3,0.4,8.4,15.9,,0.0,0.1,0.1,.031,,-3.1,-1.1,-4.2,-0.1,1988
Sam Perkins,PF,26,DAL,17,572,14.5,.513,.036,.338,7.6,14.2,10.9,7.3,2.2,1.8,11.8,18.8,,0.5,0.4,0.9,.078,,-0.3,0.4,0.0,0.3,1988
Jim Petersen,PF,25,HOU,4,98,11.9,.548,.000,.522,7.7,16.3,11.9,8.9,0.5,1.2,12.4,13.9,,0.1,0.1,0.2,.085,,-1.0,0.7,-0.3,0.0,1988
Ricky Pierce,SG,28,MIL,5,105,16.2,.518,.094,.170,6.3,9.1,7.6,14.5,0.5,1.2,6.6,24.4,,0.2,0.0,0.2,.090,,1.9,-1.3,0.6,0.1,1988
Scottie Pippen*,SF,22,CHI,10,294,10.0,.490,.061,.071,8.8,10.8,9.8,12.7,1.4,1.6,20.3,19.1,,-0.3,0.4,0.1,.016,,-1.8,0.5,-1.3,0.1,1988
Olden Polynice,C,23,SEA,5,44,6.7,.421,.000,.182,5.4,14.7,10.3,0.0,3.3,0.0,7.8,12.0,,0.0,0.0,0.0,.005,,-3.6,-0.8,-4.4,0.0,1988
Terry Porter,PG,24,POR,4,149,16.6,.589,.058,.250,2.6,8.6,5.2,28.5,3.2,0.0,18.4,18.4,,0.2,0.2,0.4,.130,,2.5,1.1,3.6,0.2,1988
Paul Pressey,SG,29,MIL,5,178,13.0,.554,.060,.600,3.7,8.7,6.1,26.5,1.1,1.0,20.2,18.7,,0.2,0.1,0.2,.058,,-0.2,-0.3,-0.5,0.1,1988
Mark Price,PG,23,CLE,5,205,21.2,.673,.179,.373,1.8,7.8,5.0,28.6,0.8,0.0,9.3,18.7,,0.8,0.1,1.0,.225,,5.6,0.3,5.9,0.4,1988
Kurt Rambis,PF,29,LAL,19,186,12.3,.642,.000,.382,8.6,23.2,16.2,6.6,1.4,0.6,16.8,11.4,,0.3,0.2,0.5,.126,,-1.2,0.8,-0.4,0.1,1988
Blair Rasmussen,C,25,DEN,11,277,15.8,.508,.000,.157,9.1,19.1,13.8,3.8,0.2,2.6,4.2,21.0,,0.4,0.2,0.6,.098,,0.0,-1.5,-1.5,0.0,1988
Robert Reid,SG,32,HOU,4,114,9.3,.510,.212,.091,2.8,12.0,7.3,10.3,0.9,0.0,8.0,13.8,,0.1,0.1,0.2,.064,,-2.5,0.6,-1.9,0.0,1988
Jerry Reynolds,SF,25,MIL,3,12,18.2,.667,.000,.000,0.0,9.9,4.8,16.8,0.0,0.0,14.3,24.5,,0.0,0.0,0.0,.064,,1.4,-1.6,-0.2,0.0,1988
Doc Rivers,PG,26,ATL,12,409,22.4,.595,.158,.309,2.3,15.3,8.7,39.4,3.1,0.3,13.7,19.7,,1.2,0.4,1.6,.188,,4.5,2.3,6.8,0.9,1988
Fred Roberts,PF,27,BOS,15,100,7.1,.561,.000,.524,9.8,9.6,9.7,4.5,1.6,0.0,18.8,14.4,,0.0,0.1,0.1,.058,,-3.3,-0.3,-3.6,0.0,1988
Alvin Robertson,SG,25,SAS,3,119,22.9,.614,.132,.170,4.1,10.0,6.6,33.6,4.6,0.5,13.6,21.3,,0.3,0.1,0.4,.175,,5.0,3.8,8.8,0.3,1988
Dennis Rodman*,SF,26,DET,23,474,12.2,.513,.015,.397,12.6,20.8,16.7,7.0,1.6,1.9,16.3,18.0,,-0.1,1.1,1.0,.103,,-2.1,1.2,-0.9,0.1,1988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988
Tree Rollins,C,32,ATL,12,333,10.1,.622,.000,.417,8.2,17.7,12.8,2.2,1.5,3.7,10.5,6.3,,0.4,0.3,0.7,.107,,-1.4,2.1,0.7,0.2,1988
Scott Roth,SF,24,UTA,6,10,10.7,.333,.000,.000,0.0,0.0,0.0,0.0,10.1,0.0,0.0,13.1,,0.0,0.0,0.0,.034,,-4.0,6.7,2.8,0.0,1988
Walker Russell,PG,27,DET,7,10,15.8,.510,.000,.400,0.0,0.0,0.0,17.1,5.3,0.0,14.5,30.8,,0.0,0.0,0.0,.095,,-2.1,4.2,2.1,0.0,1988
John Salley,C,23,DET,23,623,13.4,.599,.010,.663,12.0,16.9,14.5,4.8,1.3,3.9,14.6,11.3,,0.9,1.4,2.3,.177,,0.1,2.7,2.7,0.7,1988
Mike Sanders,SF,27,CLE,5,134,13.5,.567,.019,.192,9.9,11.1,10.5,8.4,1.2,0.8,16.3,22.4,,0.1,0.1,0.2,.065,,-1.1,-0.2,-1.3,0.0,1988
Danny Schayes,PF,28,DEN,11,314,20.6,.723,.000,.943,9.6,18.0,13.5,8.2,0.5,1.9,16.2,19.4,,1.2,0.2,1.4,.208,,2.2,0.7,3.0,0.4,1988
Russ Schoene,PF,27,SEA,5,39,11.4,.667,.333,.000,3.1,16.6,10.2,6.6,1.2,0.0,14.3,14.7,,0.1,0.0,0.1,.090,,-0.1,0.4,0.3,0.0,1988
Detlef Schrempf,SF,25,DAL,15,274,14.8,.539,.035,.593,10.2,12.2,11.2,11.7,1.5,1.5,16.2,20.0,,0.3,0.1,0.4,.072,,0.5,-0.5,-0.1,0.1,1988
Byron Scott,SG,26,LAL,24,897,16.5,.583,.154,.291,3.6,9.4,6.6,10.3,2.0,0.3,10.5,22.3,,1.6,0.7,2.3,.125,,1.9,0.0,1.9,0.9,1988
Brad Sellers,SF,25,CHI,10,144,9.0,.446,.000,.395,7.5,8.6,8.0,8.0,0.7,2.1,9.0,16.9,,0.0,0.2,0.2,.060,,-1.6,0.0,-1.6,0.0,1988
Purvis Short,SG,30,HOU,4,71,3.1,.373,.038,.308,6.0,8.0,7.0,2.0,0.7,0.0,11.9,19.9,,-0.1,0.0,-0.1,-0.072,,-7.3,-3.6,-10.9,-0.2,1988
Jerry Sichting,PG,31,POR,4,31,5.3,.286,.000,.000,3.1,4.2,3.5,20.4,1.5,0.0,0.0,8.8,,0.0,0.0,0.0,.046,,-3.3,-0.1,-3.4,0.0,1988
Jack Sikma*,C,32,MIL,5,190,16.7,.533,.039,.395,14.0,23.8,18.7,10.6,0.5,1.3,14.4,23.1,,0.2,0.1,0.4,.091,,0.9,-1.2,-0.3,0.1,1988
Mike Smrek,C,25,LAL,8,34,1.4,.237,.000,.600,3.6,16.7,10.4,0.0,1.5,5.3,24.0,10.9,,-0.1,0.0,-0.1,-0.092,,-9.3,0.7,-8.7,-0.1,1988
Rory Sparrow,PG,29,CHI,7,106,6.5,.375,.125,.188,0.0,3.2,1.6,24.1,2.0,0.0,10.4,16.0,,-0.1,0.1,0.0,.005,,-4.0,0.0,-4.0,-0.1,1988
John Stockton*,PG,25,UTA,11,478,22.5,.618,.104,.679,3.6,7.0,5.4,51.9,3.9,0.4,21.6,20.3,,1.3,0.7,2.0,.201,,5.4,3.4,8.8,1.3,1988
John Stroeder,PF,29,MIL,1,1,122.4,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,,0.1,0.0,0.1,2.546,,84.3,14.3,98.6,0.0,1988
Jon Sundvold,PG,26,SAS,3,90,14.0,.559,.300,.100,1.1,4.4,2.5,21.2,2.0,0.0,8.7,14.7,,0.1,0.0,0.2,.082,,1.6,-0.5,1.0,0.1,1988
Roy Tarpley,PF,23,DAL,17,563,23.1,.557,.012,.303,17.5,25.8,21.7,7.9,1.9,2.8,10.5,22.9,,1.4,0.7,2.1,.177,,2.9,0.0,2.9,0.7,1988
Isiah Thomas*,PG,26,DET,23,911,20.7,.519,.105,.360,3.3,10.3,6.8,37.7,3.8,0.6,14.9,28.0,,0.9,2.1,3.0,.159,,4.2,3.3,7.5,2.2,1988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988
Mychal Thompson,C,33,LAL,24,615,13.8,.531,.000,.325,12.6,19.7,16.3,2.8,1.4,2.1,13.1,18.2,,0.3,0.8,1.1,.086,,-1.1,-0.9,-2.0,0.0,1988
Sedale Threatt,PG,26,SEA,5,80,9.6,.447,.029,.118,3.0,12.1,7.8,17.6,0.6,0.0,12.3,20.9,,0.0,0.0,0.0,-0.012,,-2.8,-2.6,-5.4,-0.1,1988
Sedric Toney,PG,25,NYK,3,15,19.4,.799,1.000,.333,0.0,0.0,0.0,22.3,3.4,0.0,22.5,25.2,,0.1,0.0,0.1,.167,,5.8,2.6,8.4,0.0,1988
Kelly Tripucka,SF,28,UTA,2,9,0.6,.333,.000,.000,13.7,0.0,6.4,16.1,0.0,0.0,25.0,19.5,,0.0,0.0,0.0,-0.158,,-6.3,-5.3,-11.6,0.0,1988
Trent Tucker,SG,28,NYK,4,71,11.3,.602,.684,.211,0.0,3.3,1.7,8.2,2.1,0.0,4.6,13.0,,0.1,0.0,0.1,.079,,1.4,-0.4,1.0,0.1,1988
Elston Turner,SF,28,CHI,4,29,3.9,.167,.000,.000,3.7,15.6,9.5,27.0,0.0,0.0,14.3,10.6,,-0.1,0.0,0.0,-0.044,,-4.0,1.3,-2.7,0.0,1988
Melvin Turpin,C,27,UTA,7,31,10.1,.405,.000,.222,12.0,10.4,11.1,9.2,1.6,7.6,16.8,16.8,,0.0,0.1,0.0,.019,,-4.0,2.9,-1.2,0.0,1988
Kiki Vandeweghe,SF,29,POR,4,72,6.7,.353,.125,.225,4.0,17.9,9.9,13.9,0.7,0.0,6.4,25.3,,-0.1,0.1,0.0,-0.029,,-2.8,-3.2,-6.0,-0.1,1988
Jay Vincent,SF,28,DEN,8,200,19.0,.576,.010,.385,5.0,15.6,9.9,4.9,1.2,1.2,10.3,27.8,,0.3,0.1,0.5,.113,,0.5,-1.1,-0.6,0.1,1988
Sam Vincent,PG,24,CHI,10,251,8.3,.421,.027,.227,2.6,5.9,4.2,27.5,1.6,0.2,18.2,25.9,,-0.6,0.3,-0.3,-0.059,,-2.8,-1.7,-4.4,-0.2,1988
Milt Wagner,SG,24,LAL,5,14,17.7,.510,.200,.400,0.0,16.2,8.4,30.3,0.0,4.3,0.0,18.7,,0.0,0.0,0.1,.206,,0.3,2.9,3.2,0.0,1988
Darrell Walker,SG,26,WSB,5,155,12.2,.451,.019,.296,6.9,11.5,9.2,15.0,2.4,1.6,12.8,20.4,,-0.1,0.2,0.1,.035,,-1.6,1.6,0.0,0.1,1988
Kenny Walker,SF,23,NYK,4,80,5.8,.362,.000,.083,4.4,8.9,6.6,9.0,1.3,2.5,3.9,13.8,,-0.1,0.0,-0.1,-0.031,,-4.1,-0.1,-4.3,0.0,1988
Chris Washburn,C,22,ATL,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.018,,-2.3,-0.5,-2.9,0.0,1988
Spud Webb,PG,24,ATL,12,211,20.6,.545,.099,.457,2.2,9.3,5.7,36.8,2.2,0.0,9.3,22.3,,0.6,0.1,0.7,.167,,3.7,1.0,4.6,0.4,1988
Bill Wennington,C,24,DAL,6,14,-5.1,.000,.000,.000,24.0,7.9,15.9,8.0,3.6,0.0,20.0,15.1,,-0.1,0.0,-0.1,-0.204,,-13.2,-4.6,-17.8,-0.1,1988
Dominique Wilkins*,SF,28,ATL,12,473,22.9,.527,.060,.417,9.2,10.4,9.8,12.0,1.7,0.8,7.8,35.8,,0.9,0.2,1.1,.113,,5.1,-2.0,3.2,0.6,1988
Gerald Wilkins,SG,24,NYK,4,149,13.5,.532,.058,.203,0.8,5.6,3.2,22.2,1.4,0.0,12.8,24.6,,0.1,0.0,0.0,.015,,0.3,-0.6,-0.3,0.1,1988
Hot Rod Williams,PF,25,CLE,5,133,13.6,.503,.000,.325,11.8,12.8,12.3,4.4,1.2,2.9,8.0,16.6,,0.1,0.2,0.2,.088,,-0.1,-0.1,-0.1,0.1,1988
John Williams,SF,21,WSB,5,185,14.4,.524,.021,.667,7.1,11.5,9.3,18.4,2.3,1.3,16.2,18.1,,0.1,0.2,0.3,.082,,1.3,1.9,3.3,0.2,1988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988
Kevin Williams,SG,26,SEA,5,70,6.0,.438,.125,.000,10.2,3.1,6.5,15.0,2.1,0.0,20.0,11.7,,0.0,0.0,0.0,.006,,-3.3,0.1,-3.2,0.0,1988
Kevin Willis,PF,25,ATL,12,462,14.7,.606,.007,.362,9.2,19.1,14.1,3.3,1.1,1.4,13.5,17.6,,0.6,0.3,0.9,.096,,-0.4,-0.4,-0.7,0.2,1988
Ricky Wilson,PG,23,SAS,2,9,-11.9,.000,.000,.000,0.0,0.0,0.0,11.7,0.0,0.0,33.3,12.8,,-0.1,0.0,-0.1,-0.320,,-14.9,-6.8,-21.7,0.0,1988
Randy Wittman,SG,28,ATL,12,344,13.4,.548,.000,.057,3.1,6.1,4.5,18.0,1.0,0.2,9.4,17.6,,0.4,0.0,0.5,.064,,-0.1,-0.7,-0.8,0.1,1988
Leon Wood,PG,25,ATL,4,4,38.9,1.500,1.000,.000,0.0,0.0,0.0,39.2,0.0,0.0,0.0,11.0,,0.0,0.0,0.0,.491,,22.7,1.6,24.3,0.0,1988
James Worthy*,SF,26,LAL,24,896,20.3,.567,.023,.328,7.3,10.9,9.2,19.0,1.9,1.3,11.0,24.9,,1.9,0.8,2.8,.148,,3.7,0.5,4.3,1.4,1988
Danny Young,PG,25,SEA,5,95,14.3,.630,.143,.476,3.8,7.9,6.0,23.7,1.0,1.3,21.6,14.0,,0.2,0.0,0.2,.099,,1.7,0.0,1.7,0.1,1988
Phil Zevenbergen,C,23,SAS,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.017,,-4.7,-4.5,-9.2,0.0,1988
Kareem Abdul-Jabbar*,C,41,LAL,15,351,11.9,.503,.000,.293,4.6,14.1,9.7,8.5,0.7,1.9,11.7,23.3,,0.0,0.3,0.3,.038,,-2.6,-0.6,-3.2,-0.1,1989
Mark Acres,C,26,BOS,2,2,-9.1,.000,1.000,.000,0.0,57.6,29.0,0.0,0.0,0.0,0.0,22.4,,0.0,0.0,0.0,-0.454,,-12.9,-5.9,-18.8,0.0,1989
Michael Adams,PG,26,DEN,2,75,17.9,.595,.611,.222,6.2,16.8,11.2,17.1,1.8,0.0,16.8,24.8,,0.1,0.1,0.1,.083,,4.1,-1.1,3.0,0.1,1989
Mark Aguirre,SF,29,DET,17,462,15.2,.538,.159,.209,6.6,12.5,9.5,10.2,0.9,0.5,9.1,21.6,,0.6,0.7,1.3,.133,,1.3,0.2,1.5,0.4,1989
Steve Alford,PG,24,GSW,6,52,13.8,.526,.409,.182,3.9,3.7,3.8,13.4,1.8,0.0,4.0,19.0,,0.1,0.0,0.1,.093,,1.4,-0.2,1.2,0.0,1989
Richard Anderson,PF,28,POR,3,35,6.6,.417,.667,.000,0.0,10.8,4.7,13.7,0.0,1.9,0.0,7.0,,0.0,0.0,0.0,-0.005,,-1.3,-0.5,-1.7,0.0,1989
Ron Anderson,SF,30,PHI,3,109,20.5,.583,.020,.098,7.2,9.1,8.2,20.1,0.5,1.2,3.6,22.3,,0.3,0.1,0.4,.161,,5.1,0.5,5.6,0.2,1989
Thurl Bailey,SF,27,UTA,3,122,7.2,.443,.000,.441,8.1,13.1,10.5,3.5,0.4,2.0,18.1,16.1,,-0.1,0.0,-0.1,-0.030,,-3.4,-1.4,-4.8,-0.1,1989
Charles Barkley*,PF,25,PHI,3,135,24.3,.691,.111,.689,6.6,22.1,14.4,18.4,1.9,0.9,15.8,22.8,,0.4,0.2,0.6,.213,,6.4,1.9,8.4,0.3,1989
John Battle,SG,26,ATL,5,118,12.4,.478,.130,.261,5.2,9.0,7.0,25.2,0.9,0.0,8.9,21.9,,0.1,0.0,0.1,.049,,-0.3,-1.3,-1.6,0.0,1989
Walter Berry,PF,24,HOU,4,57,15.1,.559,.000,.308,6.1,12.0,9.0,14.5,1.7,1.1,16.9,25.9,,0.0,0.1,0.1,.066,,-0.6,0.5,-0.2,0.0,1989
Otis Birdsong,SG,33,BOS,3,20,-5.7,.200,.400,.000,0.0,11.5,5.8,6.9,2.6,3.1,37.5,17.9,,-0.2,0.0,-0.1,-0.289,,-11.6,0.1,-11.5,0.0,1989
Manute Bol,C,26,GSW,8,148,5.4,.230,.611,.194,3.4,17.0,10.3,0.8,0.6,10.9,7.1,11.4,,-0.4,0.2,-0.2,-0.071,,-6.4,2.3,-4.1,-0.1,1989
Sam Bowie,C,27,POR,3,67,17.2,.492,.071,.286,14.7,18.9,16.5,6.3,0.0,7.1,8.7,20.9,,0.1,0.0,0.1,.052,,0.3,-0.5,-0.2,0.0,1989
Adrian Branch,SF,25,POR,1,5,11.8,.258,.000,.667,0.0,25.3,11.1,45.0,0.0,0.0,0.0,31.5,,0.0,0.0,0.0,-0.108,,-1.2,-2.8,-3.9,0.0,1989
Randy Breuer,C,28,MIL,9,162,11.8,.517,.000,.406,6.9,23.6,15.2,4.9,0.7,2.7,5.0,11.9,,0.1,0.1,0.3,.074,,-0.5,0.0,-0.5,0.1,1989
Scott Brooks,PG,23,PHI,3,21,6.6,.363,.333,.333,0.0,21.0,10.6,29.3,0.0,0.0,12.7,16.6,,0.0,0.0,0.0,-0.005,,-5.0,-1.8,-6.8,0.0,1989
Mike Brown,C,25,UTA,2,11,-7.5,.000,.000,.000,0.0,19.4,9.4,0.0,0.0,0.0,0.0,7.2,,0.0,0.0,0.0,-0.138,,-12.1,-1.9,-14.0,0.0,1989
Tony Brown,SF,28,MIL,6,69,6.6,.431,.091,.364,3.6,8.9,6.3,12.8,1.6,0.0,7.3,9.7,,0.0,0.0,0.0,.023,,-3.8,-0.1,-3.8,0.0,1989
Michael Cage,PF,27,SEA,8,175,14.6,.574,.025,.550,13.4,16.5,14.9,4.1,2.0,1.1,13.9,13.7,,0.2,0.1,0.3,.091,,0.6,-0.7,-0.1,0.1,1989
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989
Tony Campbell,SF,26,LAL,9,106,13.3,.688,.129,.710,4.7,8.1,6.5,8.7,1.4,0.0,18.1,20.4,,0.2,0.1,0.3,.127,,-1.4,0.3,-1.1,0.0,1989
Antoine Carr,PF,27,ATL,5,81,15.0,.658,.000,.524,7.6,4.9,6.3,15.8,0.0,3.4,13.4,16.9,,0.2,0.0,0.2,.122,,1.2,1.1,2.4,0.1,1989
Bill Cartwright,C,31,CHI,17,583,10.1,.546,.000,.541,6.9,16.7,12.1,5.4,0.8,1.4,18.3,17.5,,0.0,0.8,0.7,.058,,-2.7,-0.7,-3.4,-0.2,1989
Tom Chambers,PF,29,PHO,12,495,18.1,.535,.086,.304,4.4,23.0,13.5,13.3,1.2,1.8,11.8,25.8,,0.5,0.8,1.3,.131,,1.6,0.8,2.5,0.6,1989
Maurice Cheeks*,PG,32,PHI,3,128,23.1,.567,.024,.317,2.6,6.9,4.8,43.8,2.8,0.5,6.0,17.1,,0.4,0.1,0.6,.211,,6.7,2.2,8.9,0.3,1989
Derrick Chievous,SF,21,HOU,4,40,8.3,.421,.000,.588,14.4,2.9,8.6,7.1,1.2,1.6,12.3,25.3,,0.0,0.0,0.0,-0.017,,-3.8,-2.6,-6.5,0.0,1989
Ben Coleman,PF,27,PHI,3,23,19.6,.788,.000,.250,9.7,14.4,12.1,0.0,2.2,0.0,10.1,19.0,,0.1,0.0,0.1,.237,,-0.2,1.5,1.3,0.0,1989
Darwin Cook,SG,30,DEN,3,66,15.9,.582,.083,.250,2.8,17.5,9.7,23.1,2.0,0.0,13.1,18.2,,0.1,0.1,0.2,.117,,-0.8,2.8,1.9,0.1,1989
Michael Cooper,SG,32,LAL,15,414,12.2,.578,.618,.270,2.7,8.0,5.6,23.1,1.1,1.1,14.6,12.2,,0.7,0.3,1.0,.113,,2.0,0.8,2.8,0.5,1989
Wayne Cooper,C,32,DEN,3,44,11.4,.500,.000,.000,8.5,21.5,14.6,5.9,1.0,2.8,0.0,10.7,,0.1,0.0,0.1,.104,,-2.1,1.2,-0.9,0.0,1989
Tyrone Corbin,SF,26,PHO,12,310,16.9,.562,.000,.291,13.8,14.1,14.0,10.6,3.6,0.8,12.6,13.8,,0.6,0.6,1.1,.175,,1.7,2.6,4.3,0.5,1989
Dave Corzine,C,32,CHI,16,219,8.3,.455,.000,.266,7.8,13.7,10.9,6.5,1.0,1.9,13.3,17.1,,-0.1,0.3,0.1,.027,,-3.3,-0.8,-4.1,-0.1,1989
Terry Cummings,SF,27,MIL,5,124,15.5,.421,.014,.232,18.9,13.9,16.4,10.5,1.4,0.0,5.0,31.3,,0.0,0.0,0.0,.006,,0.2,-5.0,-4.8,-0.1,1989
Brad Daugherty,C,23,CLE,5,167,13.3,.441,.021,.745,8.3,24.2,16.2,11.2,1.9,2.0,8.8,18.8,,0.0,0.3,0.3,.089,,-0.8,0.9,0.1,0.1,1989
Charles Davis,SF,30,CHI,17,191,5.7,.451,.128,.191,10.3,15.7,13.1,4.0,1.1,0.4,20.3,15.2,,-0.2,0.2,0.0,.005,,-4.6,-1.1,-5.8,-0.2,1989
Walter Davis,SG,34,DEN,3,94,18.0,.578,.067,.250,2.0,3.4,2.6,7.4,1.4,0.0,10.7,31.1,,0.1,0.0,0.1,.057,,1.1,-1.1,0.1,0.0,1989
Fennis Dembo,SF,23,DET,2,4,2.8,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,22.8,,0.0,0.0,0.0,-0.150,,-9.7,0.9,-8.8,0.0,1989
