Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Yr
Jim Petersen,PF,25,HOU,4,0,24.5,3.0,5.8,.522,0.0,0.0,,3.0,5.8,.522,.522,1.8,3.0,.583,1.8,3.5,5.3,1.5,0.3,0.5,1.0,2.8,7.8,1988
Ricky Pierce,SG,28,MIL,5,0,21.0,5.0,10.6,.472,0.2,1.0,.200,4.8,9.6,.500,.481,1.6,1.8,.889,1.2,1.6,2.8,1.8,0.2,0.4,0.8,1.8,11.8,1988
Scottie Pippen*,SF,22,CHI,10,6,29.4,4.6,9.9,.465,0.3,0.6,.500,4.3,9.3,.462,.480,0.5,0.7,.714,2.4,2.8,5.2,2.4,0.8,0.8,2.6,3.3,10.0,1988
Olden Polynice,C,23,SEA,5,0,8.8,1.0,2.2,.455,0.0,0.0,,1.0,2.2,.455,.455,0.0,0.4,.000,0.4,1.2,1.6,0.0,0.6,0.0,0.2,1.2,2.0,1988
Terry Porter,PG,24,POR,4,4,37.3,7.3,13.0,.558,0.3,0.8,.333,7.0,12.3,.571,.567,2.3,3.3,.692,1.0,2.5,3.5,7.0,2.5,0.0,3.3,3.3,17.0,1988
Paul Pressey,SG,29,MIL,5,5,35.6,4.6,10.0,.460,0.2,0.6,.333,4.4,9.4,.468,.470,4.6,6.0,.767,1.2,2.6,3.8,6.6,0.8,0.6,3.2,4.2,14.0,1988
Mark Price,PG,23,CLE,5,5,41.0,7.6,13.4,.567,1.0,2.4,.417,6.6,11.0,.600,.604,4.8,5.0,.960,0.6,3.0,3.6,7.6,0.6,0.0,1.6,2.2,21.0,1988
Kurt Rambis,PF,29,LAL,19,6,9.8,1.1,1.8,.618,0.0,0.0,,1.1,1.8,.618,.618,0.5,0.7,.692,0.7,2.0,2.7,0.5,0.3,0.1,0.4,1.5,2.7,1988
Blair Rasmussen,C,25,DEN,11,11,25.2,5.5,11.5,.472,0.0,0.0,,5.5,11.5,.472,.472,1.6,1.8,.900,2.3,4.2,6.5,0.6,0.1,1.1,0.5,3.0,12.5,1988
Robert Reid,SG,32,HOU,4,4,28.5,3.8,8.3,.455,0.8,1.8,.429,3.0,6.5,.462,.500,0.5,0.8,.667,0.8,3.0,3.8,2.0,0.5,0.0,0.8,3.3,8.8,1988
Jerry Reynolds,SF,25,MIL,3,0,4.0,1.3,2.0,.667,0.0,0.0,,1.3,2.0,.667,.667,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.3,2.7,1988
Doc Rivers,PG,26,ATL,12,12,34.1,5.9,11.6,.511,0.6,1.8,.318,5.3,9.8,.547,.536,3.3,3.6,.907,0.7,4.3,4.9,9.6,2.1,0.2,2.1,3.3,15.7,1988
Fred Roberts,PF,27,BOS,15,0,6.7,0.7,1.4,.524,0.0,0.0,,0.7,1.4,.524,.524,0.5,0.7,.636,0.5,0.5,1.1,0.2,0.2,0.0,0.4,1.3,1.9,1988
Alvin Robertson,SG,25,SAS,3,3,39.7,10.0,17.7,.566,1.0,2.3,.429,9.0,15.3,.587,.594,2.3,3.0,.778,1.7,3.0,4.7,9.3,4.0,0.3,3.0,5.0,23.3,1988
Dennis Rodman*,SF,26,DET,23,0,20.6,3.1,5.9,.522,0.0,0.1,.000,3.1,5.8,.530,.522,1.0,2.3,.407,2.2,3.7,5.9,0.9,0.6,0.6,1.3,3.8,7.1,1988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988
Tree Rollins,C,32,ATL,12,12,27.8,1.7,3.0,.556,0.0,0.0,,1.7,3.0,.556,.556,1.1,1.3,.867,1.9,4.0,5.9,0.5,0.8,1.6,0.4,3.8,4.4,1988
Scott Roth,SF,24,UTA,6,0,1.7,0.2,0.5,.333,0.0,0.0,,0.2,0.5,.333,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,1988
Walker Russell,PG,27,DET,7,0,1.4,0.3,0.7,.400,0.0,0.0,,0.3,0.7,.400,.400,0.3,0.3,1.000,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.9,1988
John Salley,C,23,DET,23,0,27.1,2.4,4.5,.538,0.0,0.0,.000,2.4,4.5,.544,.538,2.1,3.0,.710,2.8,4.0,6.7,0.9,0.7,1.6,1.0,3.8,7.0,1988
Mike Sanders,SF,27,CLE,5,5,26.8,5.6,10.4,.538,0.0,0.2,.000,5.6,10.2,.549,.538,1.6,2.0,.800,2.2,2.8,5.0,1.4,0.6,0.4,2.2,4.2,12.8,1988
Danny Schayes,PF,28,DEN,11,11,28.5,5.0,8.0,.625,0.0,0.0,,5.0,8.0,.625,.625,6.4,7.5,.843,2.7,4.5,7.2,1.6,0.3,0.9,2.2,4.2,16.4,1988
Russ Schoene,PF,27,SEA,5,0,7.8,1.4,2.4,.583,0.4,0.8,.500,1.0,1.6,.625,.667,0.0,0.0,,0.2,1.2,1.4,0.4,0.2,0.0,0.4,1.6,3.2,1988
Detlef Schrempf,SF,25,DAL,15,0,18.3,2.7,5.7,.465,0.1,0.2,.333,2.6,5.5,.470,.471,2.4,3.4,.706,1.7,2.0,3.7,1.6,0.5,0.5,1.4,1.9,7.8,1988
Byron Scott,SG,26,LAL,24,24,37.4,7.4,14.9,.499,1.0,2.3,.436,6.4,12.6,.510,.532,3.8,4.3,.865,1.1,3.1,4.2,2.5,1.4,0.2,2.0,2.7,19.6,1988
Brad Sellers,SF,25,CHI,10,4,14.4,1.5,4.3,.349,0.0,0.0,,1.5,4.3,.349,.349,1.5,1.7,.882,1.0,1.1,2.1,0.8,0.2,0.5,0.5,1.8,4.5,1988
Purvis Short,SG,30,HOU,4,0,17.8,1.8,6.5,.269,0.0,0.3,.000,1.8,6.3,.280,.269,2.0,2.0,1.000,1.0,1.3,2.3,0.3,0.3,0.0,1.0,2.0,5.5,1988
Jerry Sichting,PG,31,POR,4,0,7.8,0.5,1.8,.286,0.0,0.0,,0.5,1.8,.286,.286,0.0,0.0,,0.3,0.3,0.5,1.3,0.3,0.0,0.0,1.0,1.0,1988
Jack Sikma*,C,32,MIL,5,5,38.0,7.0,15.2,.461,0.0,0.6,.000,7.0,14.6,.479,.461,5.0,6.0,.833,4.8,7.6,12.4,2.6,0.4,0.8,3.0,4.6,19.0,1988
Mike Smrek,C,25,LAL,8,0,4.3,0.1,0.6,.200,0.0,0.0,,0.1,0.6,.200,.200,0.1,0.4,.333,0.1,0.6,0.8,0.0,0.1,0.4,0.3,0.5,0.4,1988
Rory Sparrow,PG,29,CHI,7,0,15.1,1.4,4.6,.313,0.3,0.6,.500,1.1,4.0,.286,.344,0.6,0.9,.667,0.0,0.4,0.4,2.6,0.6,0.0,0.6,1.6,3.7,1988
John Stockton*,PG,25,UTA,11,11,43.5,6.2,12.2,.507,0.4,1.3,.286,5.8,10.9,.533,.522,6.8,8.3,.824,1.3,2.8,4.1,14.8,3.4,0.3,4.4,3.3,19.5,1988
John Stroeder,PF,29,MIL,1,0,1.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1988
Jon Sundvold,PG,26,SAS,3,3,30.0,5.0,10.0,.500,1.0,3.0,.333,4.0,7.0,.571,.550,0.7,1.0,.667,0.3,1.0,1.3,5.0,1.3,0.0,1.0,1.0,11.7,1988
Roy Tarpley,PF,23,DAL,17,0,33.1,7.4,14.2,.519,0.0,0.2,.000,7.4,14.0,.525,.519,3.2,4.3,.740,5.2,7.7,12.9,1.8,1.2,1.5,1.9,4.1,17.9,1988
Isiah Thomas*,PG,26,DET,23,23,39.6,8.0,18.2,.437,0.6,1.9,.295,7.4,16.3,.453,.452,5.4,6.6,.828,1.1,3.5,4.7,8.7,2.9,0.3,3.7,3.1,21.9,1988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988
Mychal Thompson,C,33,LAL,24,0,25.6,4.1,8.0,.513,0.0,0.0,,4.1,8.0,.513,.513,1.5,2.6,.581,2.6,4.5,7.1,0.5,0.7,0.9,1.4,2.9,9.7,1988
Sedale Threatt,PG,26,SEA,5,0,16.0,2.8,6.8,.412,0.0,0.2,.000,2.8,6.6,.424,.412,0.8,0.8,1.000,0.4,1.8,2.2,2.2,0.2,0.0,1.0,1.4,6.4,1988
Sedric Toney,PG,25,NYK,3,0,5.0,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,,.750,0.7,0.7,1.000,0.0,0.0,0.0,0.7,0.3,0.0,0.7,1.3,3.7,1988
Kelly Tripucka,SF,28,UTA,2,0,4.5,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1988
Trent Tucker,SG,28,NYK,4,0,17.8,2.0,4.8,.421,1.5,3.3,.462,0.5,1.5,.333,.579,0.8,1.0,.750,0.0,0.5,0.5,1.0,0.8,0.0,0.3,1.0,6.3,1988
Elston Turner,SF,28,CHI,4,0,7.3,0.3,1.5,.167,0.0,0.0,,0.3,1.5,.167,.167,0.0,0.0,,0.3,1.0,1.3,1.5,0.0,0.0,0.3,0.5,0.5,1988
Melvin Turpin,C,27,UTA,7,0,4.4,0.4,1.3,.333,0.0,0.0,,0.4,1.3,.333,.333,0.3,0.3,1.000,0.4,0.4,0.9,0.3,0.1,0.6,0.3,0.7,1.1,1988
Kiki Vandeweghe,SF,29,POR,4,0,18.0,2.8,10.0,.275,0.0,1.3,.000,2.8,8.8,.314,.275,2.3,2.3,1.000,0.8,2.5,3.3,1.8,0.3,0.0,0.8,2.0,7.8,1988
Jay Vincent,SF,28,DEN,8,0,25.0,6.6,13.0,.510,0.0,0.1,.000,6.6,12.9,.515,.510,4.3,5.0,.850,1.3,3.4,4.6,0.8,0.6,0.5,1.8,3.1,17.5,1988
Sam Vincent,PG,24,CHI,10,10,25.1,4.1,11.0,.373,0.0,0.3,.000,4.1,10.7,.383,.373,2.0,2.5,.800,0.6,1.3,1.9,4.4,0.8,0.1,2.7,2.3,10.2,1988
Milt Wagner,SG,24,LAL,5,0,2.8,0.4,1.0,.400,0.0,0.2,.000,0.4,0.8,.500,.400,0.4,0.4,1.000,0.0,0.4,0.4,0.6,0.0,0.2,0.0,0.6,1.2,1988
Darrell Walker,SG,26,WSB,5,0,31.0,4.4,10.8,.407,0.0,0.2,.000,4.4,10.6,.415,.407,2.2,3.2,.688,1.8,3.0,4.8,2.8,1.4,0.8,1.8,3.6,11.0,1988
Kenny Walker,SF,23,NYK,4,2,20.0,2.0,6.0,.333,0.0,0.0,,2.0,6.0,.333,.333,0.5,0.5,1.000,0.8,1.5,2.3,1.3,0.5,0.8,0.3,2.8,4.5,1988
Chris Washburn,C,22,ATL,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988
Spud Webb,PG,24,ATL,12,0,17.6,2.9,6.8,.432,0.2,0.7,.250,2.8,6.1,.452,.444,2.8,3.1,.919,0.3,1.3,1.7,4.7,0.8,0.0,0.8,1.8,8.8,1988
Bill Wennington,C,24,DAL,6,0,2.3,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.5,0.2,0.7,0.2,0.2,0.0,0.2,0.8,0.0,1988
Dominique Wilkins*,SF,28,ATL,12,12,39.4,11.4,25.0,.457,0.3,1.5,.222,11.1,23.5,.472,.463,8.0,10.4,.768,3.1,3.3,6.4,2.8,1.3,0.5,2.5,2.0,31.2,1988
Gerald Wilkins,SG,24,NYK,4,4,37.3,8.3,17.3,.478,0.5,1.0,.500,7.8,16.3,.477,.493,3.0,3.5,.857,0.3,1.8,2.0,4.8,1.0,0.0,2.8,3.0,20.0,1988
Hot Rod Williams,PF,25,CLE,5,0,26.6,4.0,8.0,.500,0.0,0.0,,4.0,8.0,.500,.500,1.2,2.6,.462,2.6,3.2,5.8,0.8,0.6,1.4,0.8,2.6,9.2,1988
John Williams,SF,21,WSB,5,5,37.0,4.6,9.6,.479,0.0,0.2,.000,4.6,9.4,.489,.479,3.8,6.4,.594,2.2,3.6,5.8,4.2,1.6,0.8,2.4,3.6,13.0,1988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988
Kevin Williams,SG,26,SEA,5,0,14.0,1.4,3.2,.438,0.0,0.4,.000,1.4,2.8,.500,.438,0.0,0.0,,1.2,0.4,1.6,1.8,0.6,0.0,0.8,3.0,2.8,1988
Kevin Willis,PF,25,ATL,12,12,38.5,6.7,11.5,.580,0.0,0.1,.000,6.7,11.4,.584,.580,2.8,4.2,.680,3.0,6.0,9.0,0.9,0.8,0.8,2.1,4.3,16.2,1988
Ricky Wilson,PG,23,SAS,2,0,4.5,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,1988
Randy Wittman,SG,28,ATL,12,12,28.7,5.5,10.2,.541,0.0,0.0,,5.5,10.2,.541,.541,0.4,0.6,.714,0.8,1.4,2.2,3.6,0.6,0.1,1.1,2.0,11.4,1988
Leon Wood,PG,25,ATL,4,0,1.0,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.8,1988
James Worthy*,SF,26,LAL,24,24,37.3,8.5,16.3,.523,0.0,0.4,.111,8.5,15.9,.533,.524,4.0,5.3,.758,2.2,3.6,5.8,4.4,1.4,0.8,2.3,2.4,21.1,1988
Danny Young,PG,25,SEA,5,0,19.0,2.2,4.2,.524,0.0,0.6,.000,2.2,3.6,.611,.524,2.0,2.0,1.000,0.6,1.4,2.0,3.8,0.4,0.4,1.4,1.4,6.4,1988
Phil Zevenbergen,C,23,SAS,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988
Kareem Abdul-Jabbar*,C,41,LAL,15,15,23.4,4.5,9.8,.463,0.0,0.0,,4.5,9.8,.463,.463,2.1,2.9,.721,0.9,3.1,3.9,1.3,0.3,0.7,1.5,2.9,11.1,1989
Mark Acres,C,26,BOS,2,0,1.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1989
Michael Adams,PG,26,DEN,2,1,37.5,7.5,18.0,.417,5.0,11.0,.455,2.5,7.0,.357,.556,3.5,4.0,.875,2.5,6.0,8.5,4.5,1.5,0.0,4.0,3.0,23.5,1989
Mark Aguirre,SF,29,DET,17,17,27.2,5.2,10.7,.489,0.5,1.7,.276,4.8,9.0,.529,.511,1.6,2.2,.737,1.5,2.9,4.4,1.6,0.5,0.2,1.2,2.2,12.6,1989
Steve Alford,PG,24,GSW,6,0,8.7,1.5,3.7,.409,0.7,1.5,.444,0.8,2.2,.385,.500,0.5,0.7,.750,0.3,0.3,0.7,0.8,0.3,0.0,0.2,1.2,4.2,1989
Richard Anderson,PF,28,POR,3,0,11.7,0.7,2.0,.333,0.3,1.3,.250,0.3,0.7,.500,.417,0.0,0.0,,0.0,1.0,1.0,1.3,0.0,0.3,0.0,0.7,1.7,1989
Ron Anderson,SF,30,PHI,3,0,36.3,9.7,17.0,.569,0.0,0.3,.000,9.7,16.7,.580,.569,1.3,1.7,.800,2.3,3.0,5.3,4.3,0.3,0.7,0.7,3.3,20.7,1989
Thurl Bailey,SF,27,UTA,3,2,40.7,4.0,11.3,.353,0.0,0.0,,4.0,11.3,.353,.353,4.0,5.0,.800,3.3,5.0,8.3,1.0,0.3,1.3,3.0,3.7,12.0,1989
Charles Barkley*,PF,25,PHI,3,3,45.0,9.7,15.0,.644,0.3,1.7,.200,9.3,13.3,.700,.656,7.3,10.3,.710,2.7,9.0,11.7,5.3,1.7,0.7,3.7,3.0,27.0,1989
John Battle,SG,26,ATL,5,0,23.6,4.0,9.2,.435,0.0,1.2,.000,4.0,8.0,.500,.435,1.8,2.4,.750,1.0,1.6,2.6,3.2,0.4,0.0,1.0,2.6,9.8,1989
Walter Berry,PF,24,HOU,4,0,14.3,3.3,6.5,.500,0.0,0.0,,3.3,6.5,.500,.500,1.8,2.0,.875,0.8,1.5,2.3,1.3,0.5,0.3,1.5,2.0,8.3,1989
Otis Birdsong,SG,33,BOS,3,1,6.7,0.3,1.7,.200,0.0,0.7,.000,0.3,1.0,.333,.200,0.0,0.0,,0.0,0.7,0.7,0.3,0.3,0.3,1.0,1.0,0.7,1989
Manute Bol,C,26,GSW,8,0,18.5,0.9,4.5,.194,0.3,2.8,.091,0.6,1.8,.357,.222,0.3,0.9,.286,0.6,3.3,3.9,0.1,0.3,3.6,0.4,2.6,2.3,1989
Sam Bowie,C,27,POR,3,1,22.3,4.0,9.3,.429,0.3,0.7,.500,3.7,8.7,.423,.446,2.0,2.7,.750,3.3,3.3,6.7,1.0,0.0,2.3,1.0,2.7,10.3,1989
Adrian Branch,SF,25,POR,1,0,5.0,0.0,3.0,.000,0.0,0.0,,0.0,3.0,.000,.000,2.0,2.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1989
Randy Breuer,C,28,MIL,9,1,18.0,1.9,3.6,.531,0.0,0.0,,1.9,3.6,.531,.531,0.6,1.4,.385,1.0,3.4,4.4,0.6,0.2,0.7,0.2,1.9,4.3,1989
Scott Brooks,PG,23,PHI,3,0,7.0,0.3,2.0,.167,0.3,0.7,.500,0.0,1.3,.000,.250,0.7,0.7,1.000,0.0,1.3,1.3,1.7,0.0,0.0,0.3,1.3,1.7,1989
Mike Brown,C,25,UTA,2,1,5.5,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,1989
Tony Brown,SF,28,MIL,6,0,11.5,0.7,1.8,.364,0.0,0.2,.000,0.7,1.7,.400,.364,0.5,0.7,.750,0.3,0.8,1.2,1.0,0.3,0.0,0.2,1.5,1.8,1989
Michael Cage,PF,27,SEA,8,0,21.9,3.0,5.0,.600,0.0,0.1,.000,3.0,4.9,.615,.600,1.1,2.8,.409,2.8,3.0,5.8,0.6,0.9,0.4,1.0,1.8,7.1,1989
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989
Tony Campbell,SF,26,LAL,9,1,11.8,2.1,3.4,.613,0.2,0.4,.500,1.9,3.0,.630,.645,1.8,2.4,.727,0.4,0.9,1.3,0.7,0.3,0.0,1.0,2.9,6.2,1989
Antoine Carr,PF,27,ATL,5,0,16.2,2.6,4.2,.619,0.0,0.0,,2.6,4.2,.619,.619,1.6,2.2,.727,1.0,0.6,1.6,1.4,0.0,0.8,0.8,2.6,6.8,1989
Bill Cartwright,C,31,CHI,17,17,34.3,4.2,8.7,.486,0.0,0.0,,4.2,8.7,.486,.486,3.3,4.7,.700,1.9,5.2,7.1,1.2,0.5,0.7,2.4,4.1,11.8,1989
Tom Chambers,PF,29,PHO,12,12,41.3,9.8,21.4,.459,0.8,1.8,.409,9.1,19.6,.464,.477,5.6,6.5,.859,1.8,9.1,10.9,3.8,1.1,1.3,3.3,3.7,26.0,1989
Maurice Cheeks*,PG,32,PHI,3,3,42.7,7.0,13.7,.512,0.0,0.3,.000,7.0,13.3,.525,.512,3.7,4.3,.846,1.0,2.7,3.7,13.0,2.3,0.3,1.0,1.3,17.7,1989
Derrick Chievous,SF,21,HOU,4,0,10.0,1.3,4.3,.294,0.0,0.0,,1.3,4.3,.294,.294,2.0,2.5,.800,1.3,0.3,1.5,0.5,0.3,0.3,0.8,1.8,4.5,1989
Ben Coleman,PF,27,PHI,3,0,7.7,2.0,2.7,.750,0.0,0.0,,2.0,2.7,.750,.750,0.7,0.7,1.000,0.7,1.0,1.7,0.0,0.3,0.0,0.3,2.7,4.7,1989
Darwin Cook,SG,30,DEN,3,3,22.0,4.0,8.0,.500,0.3,0.7,.500,3.7,7.3,.500,.521,2.0,2.0,1.000,0.7,3.7,4.3,3.7,1.0,0.0,1.3,4.0,10.3,1989
Michael Cooper,SG,32,LAL,15,4,27.6,2.5,5.9,.416,1.4,3.7,.382,1.1,2.3,.471,.534,1.3,1.6,.833,0.6,2.1,2.7,4.7,0.6,0.5,1.1,2.5,7.7,1989
Wayne Cooper,C,32,DEN,3,3,14.7,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,.500,0.0,0.0,,1.3,3.0,4.3,0.7,0.3,0.7,0.0,3.3,4.0,1989
Tyrone Corbin,SF,26,PHO,12,12,25.8,3.8,7.2,.523,0.0,0.0,,3.8,7.2,.523,.523,1.6,2.1,.760,3.6,3.5,7.1,2.2,2.0,0.3,1.2,3.1,9.1,1989
Dave Corzine,C,32,CHI,16,0,13.7,1.7,4.0,.422,0.0,0.0,,1.7,4.0,.422,.422,0.7,1.1,.647,0.9,1.7,2.6,0.6,0.3,0.4,0.7,1.7,4.1,1989
Terry Cummings,SF,27,MIL,5,4,24.8,5.0,13.8,.362,0.0,0.2,.000,5.0,13.6,.368,.362,2.8,3.2,.875,3.8,2.8,6.6,1.4,0.6,0.0,0.8,3.2,12.8,1989
Brad Daugherty,C,23,CLE,5,5,33.4,3.4,9.4,.362,0.0,0.2,.000,3.4,9.2,.370,.362,4.2,7.0,.600,2.4,6.8,9.2,2.4,1.2,1.0,1.2,3.6,11.0,1989
Charles Davis,SF,30,CHI,17,0,11.2,1.1,2.8,.404,0.1,0.4,.167,1.1,2.4,.439,.415,0.4,0.5,.778,0.9,1.6,2.5,0.3,0.2,0.1,0.8,1.7,2.7,1989
Walter Davis,SG,34,DEN,3,0,31.3,10.3,20.0,.517,0.0,1.3,.000,10.3,18.7,.554,.517,5.0,5.0,1.000,0.7,1.0,1.7,1.3,1.0,0.0,2.7,3.7,25.7,1989
Fennis Dembo,SF,23,DET,2,0,2.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1989
Clyde Drexler*,SG,26,POR,3,3,42.7,11.7,23.7,.493,0.0,0.7,.000,11.7,23.0,.507,.493,4.3,5.7,.765,4.3,2.3,6.7,8.3,2.0,0.7,4.0,3.7,27.7,1989
Kevin Duckworth,C,24,POR,3,3,27.7,4.7,11.7,.400,0.0,0.0,,4.7,11.7,.400,.400,2.0,3.7,.545,2.7,3.0,5.7,0.7,0.3,0.3,1.7,5.7,11.3,1989
Chris Dudley,C,23,CLE,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1989
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989
Joe Dumars*,SG,25,DET,17,17,36.5,6.2,13.7,.455,0.1,0.7,.083,6.2,13.0,.475,.457,5.1,5.9,.861,0.6,1.9,2.6,5.6,0.7,0.1,1.8,1.8,17.6,1989
T.R. Dunn,SG,33,PHO,8,0,9.9,0.4,0.9,.429,0.0,0.0,,0.4,0.9,.429,.429,0.1,0.3,.500,0.9,1.0,1.9,0.1,0.6,0.0,0.3,1.4,0.9,1989
Mark Eaton,C,32,UTA,3,3,33.0,2.7,5.7,.471,0.0,0.0,,2.7,5.7,.471,.471,3.0,3.7,.818,3.7,7.3,11.0,0.3,0.3,0.7,2.3,2.0,8.3,1989
James Edwards,C,33,DET,17,0,18.6,2.4,5.0,.471,0.0,0.1,.000,2.4,4.9,.476,.471,2.4,3.0,.784,0.6,1.5,2.1,0.7,0.1,0.5,0.9,3.1,7.1,1989
Craig Ehlo,SG,27,CLE,4,1,24.3,4.3,9.8,.436,1.3,3.3,.385,3.0,6.5,.462,.500,2.3,2.8,.818,0.5,1.0,1.5,3.3,0.8,0.3,1.3,2.5,12.0,1989
Dale Ellis,SG,28,SEA,8,8,38.0,9.0,20.0,.450,1.9,4.6,.405,7.1,15.4,.463,.497,3.0,4.1,.727,1.8,2.3,4.0,1.3,1.4,0.1,2.6,2.4,22.9,1989
Alex English*,SF,35,DEN,3,3,36.0,10.7,20.7,.516,0.0,0.0,,10.7,20.7,.516,.516,4.7,5.3,.875,2.7,1.7,4.3,3.7,0.3,0.0,4.7,2.0,26.0,1989
Patrick Ewing*,C,26,NYK,9,9,37.8,7.8,16.0,.486,0.0,0.0,,7.8,16.0,.486,.486,4.3,5.8,.750,2.6,7.4,10.0,2.2,1.0,2.0,1.7,3.9,19.9,1989
Jim Farmer,SG,24,UTA,2,0,1.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989
Sleepy Floyd,PG,28,HOU,4,4,40.0,5.5,11.5,.478,2.0,3.8,.533,3.5,7.8,.452,.565,2.5,3.5,.714,0.8,3.8,4.5,6.5,2.0,0.3,2.5,2.5,15.5,1989
Kevin Gamble,SF,23,BOS,1,1,29.0,4.0,11.0,.364,0.0,1.0,.000,4.0,10.0,.400,.364,0.0,2.0,.000,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,8.0,1989
Winston Garland,PG,24,GSW,8,8,33.8,5.1,12.3,.418,0.1,0.4,.333,5.0,11.9,.421,.423,3.0,3.5,.857,1.8,2.4,4.1,3.6,1.6,0.3,1.9,3.9,13.4,1989
Armen Gilliam,PF,24,PHO,9,0,14.0,3.0,5.7,.529,0.0,0.0,,3.0,5.7,.529,.529,2.1,2.4,.864,2.0,3.0,5.0,0.2,0.1,0.2,1.1,1.2,8.1,1989
Mike Gminski,C,29,PHI,3,3,39.3,6.3,16.0,.396,0.0,0.0,,6.3,16.0,.396,.396,3.7,5.3,.688,2.0,5.7,7.7,0.7,0.0,2.7,0.7,2.7,16.3,1989
Orlando Graham,PF,23,GSW,2,0,4.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,1.0,.500,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.5,1989
Horace Grant,PF,23,CHI,17,17,36.8,4.2,8.2,.518,0.0,0.0,,4.2,8.2,.518,.518,2.4,2.9,.800,3.1,6.7,9.8,2.1,0.6,0.9,1.8,4.0,10.8,1989
A.C. Green,PF,25,LAL,15,15,33.5,3.1,7.6,.412,0.0,0.2,.000,3.1,7.4,.423,.412,3.9,5.1,.763,2.5,6.6,9.1,1.2,1.1,0.4,1.5,2.5,10.1,1989
Rickey Green,PG,34,MIL,8,0,13.8,1.5,3.6,.414,0.1,0.3,.500,1.4,3.4,.407,.431,0.5,0.5,1.000,0.4,1.3,1.6,2.3,0.6,0.0,0.5,1.1,3.6,1989
Sidney Green,PF,28,NYK,9,0,14.2,1.4,3.3,.433,0.0,0.0,,1.4,3.3,.433,.433,1.1,1.6,.714,1.6,2.4,4.0,0.6,0.2,0.1,0.8,2.6,4.0,1989
Dave Greenwood,PF,31,DEN,3,0,11.3,0.7,2.0,.333,0.0,0.0,,0.7,2.0,.333,.333,0.3,0.7,.500,0.7,3.0,3.7,0.3,0.3,0.3,2.0,2.3,1.7,1989
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989
Darrell Griffith,SG,30,UTA,3,0,23.7,6.7,16.3,.408,2.0,6.3,.316,4.7,10.0,.467,.469,0.0,0.0,,1.0,3.0,4.0,0.0,1.3,0.3,1.7,2.3,15.3,1989
