Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Yr
Derrek Dickey,PF,24,GSW,12,173,13.9,0.547,,0.274,10.6,14.7,12.6,4.7,0.5,0.3,,,0.3,0.1,0.4,0.115,-0.1,-2.5,-2.6,0,1976
Ernie DiGregorio,PG,25,BUF,9,217,12.2,0.519,,0.129,0.5,5.7,3.2,29,1.1,0.5,,,0.1,0,0.2,0.039,-1.6,-0.8,-2.4,0,1976
Charles Dudley,PG,25,GSW,13,260,17.7,0.629,,0.579,7.8,6.5,7.2,18.4,3.9,0.2,,,0.7,0.3,0.9,0.173,2.7,1.8,4.5,0.4,1976
Al Eberhard,SF,23,DET,8,182,10.3,0.507,,0.487,6.6,9,7.8,4.6,2,1.1,,,0.1,0,0.1,0.03,-1.1,0.6,-0.5,0.1,1976
Leroy Ellis,C,35,PHI,1,1,0,,,,0,0,0,0,0,0,,,0,0,0,-0.022,-0.2,-2.3,-2.5,0,1976
Keith Erickson,SF,31,PHO,19,426,14.7,0.53,,0.393,3.7,13.4,8.4,12.6,1.2,0.5,,,0.4,0.4,0.8,0.09,-0.4,-0.7,-1,0.1,1976
Chris Ford,SG,27,DET,9,276,11,0.445,,0.185,2.4,11.8,7.1,17.9,1.8,0.9,,,0,0,0,-0.008,-3.2,0.8,-2.4,0,1976
Jim Fox,C,32,MIL,3,33,12.9,0.85,,0.4,9,15.8,13,12,0,1.5,,,0.1,0,0.1,0.109,-1.6,1.3,-0.3,0,1976
World B. Free,SG,22,PHI,3,62,13.6,0.474,,0.464,1.7,0,0.9,11.4,2.3,0,,,0.1,0,0.1,0.078,-0.1,-1.2,-1.4,0,1976
,,,,,,,,,,,,,,,,,,,,,,,,,,1976
Rowland Garrett,SF,25,CLE,4,5,9.8,0.568,,,0,0,0,0,0,0,,,0,0,0,0.166,-0.9,-3.1,-4,0,1976
Dick Gibbs,SF,27,BUF,5,23,6.8,0.506,,0.222,0,4.5,2.3,12.8,0,0,,,0,0,0,-0.069,-8.3,-1.8,-10.1,0,1976
Herm Gilliam,SG,29,SEA,6,86,6.7,0.279,,0.296,4,11.2,7.5,17.7,3.2,0,,,-0.2,0,-0.2,-0.129,-6.4,0.5,-5.9,-0.1,1976
Kevin Grevey,SF,22,WSB,2,3,10.7,0.5,,0,0,0,0,0,0,0,,,0,0,0,0.112,-5.8,-3.1,-8.9,0,1976
Clem Haskins,SG,32,WSB,5,40,13.2,0.474,,0.238,2.8,9.6,6.5,10.3,0,0,,,0,0,0,0.006,-1.7,-2.5,-4.2,0,1976
John Havlicek*,SF,35,BOS,15,505,13,0.493,,0.261,3.8,8,5.9,15.6,1.1,0.6,,,0.5,0.7,1.3,0.12,1.7,0,1.7,0.5,1976
Bubbles Hawkins,SG,21,GSW,5,12,27.3,0.85,,0.4,0,0,0,28.2,3.8,0,,,0.1,0,0.1,0.316,0.5,5.5,6,0,1976
Nate Hawthorne,SG,26,PHO,15,81,8.7,0.422,,0.423,6.5,14.9,10.6,6.8,2.8,0.7,,,-0.1,0.1,0,-0.018,-6,0.5,-5.5,-0.1,1976
Elvin Hayes*,PF,30,WSB,7,305,17.9,0.479,,0.451,6,22.5,15,5.9,0.8,4.9,,,-0.1,0.8,0.7,0.11,1.8,1,2.8,0.4,1976
Gar Heard,PF,27,PHO,19,721,15,0.484,,0.34,7.7,21.9,14.7,6.6,2.5,2.8,,,0.3,1.2,1.5,0.103,0.7,1.2,1.9,0.7,1976
John Hummer,PF,27,SEA,3,16,5.9,0.667,,0,7.2,0,3.7,0,0,0,,,0,0,0,-0.006,-3.6,-2,-5.6,0,1976
Charles Johnson,PG,26,GSW,13,284,12.5,0.443,,0.15,5,7.8,6.4,9.5,3.6,0,,,0.1,0.3,0.3,0.059,-2.3,0.1,-2.1,0,1976
George Johnson,C,27,GSW,13,261,17.4,0.609,,0.352,14.8,19.9,17.3,8.1,2.5,4.8,,,0.5,0.4,0.9,0.174,1.1,2,3.2,0.3,1976
Jimmy Jones,PG,31,WSB,7,165,14.8,0.572,,0.467,1.4,8.7,5.3,10.1,3,0,,,0.2,0.3,0.5,0.154,0.9,1.7,2.6,0.2,1976
Wali Jones,PG,33,PHI,1,2,33.7,,,,0,56.4,27.2,100,0,0,,,0,0,0,0.393,10.5,3.9,14.4,0,1976
Tom Kozelko,PF,24,WSB,5,14,8.8,0.532,,2,8.1,6.8,7.4,0,0,3.8,,,0,0,0,0.152,2.7,0,2.7,0,1976
Tom Kropp,SG,22,WSB,1,2,30.7,1,,0,0,0,0,0,0,0,,,0,0,0,0.425,4.1,3.9,8,0,1976
Steve Kuberski,C,28,BOS,18,232,12.9,0.525,,0.321,7.4,16,11.7,10.8,0,0.7,,,0.2,0.3,0.6,0.114,-0.1,-0.5,-0.6,0.1,1976
John Lambert,PF,23,CLE,6,34,12.2,0.432,,0.154,6,29.6,17.3,4.6,1.5,3.4,,,0,0.1,0.1,0.097,-3.4,1.4,-2.1,0,1976
Bob Lanier*,C,27,DET,9,359,25.3,0.606,,0.291,11.9,22.7,17.3,12.6,1,3.1,,,1.5,0.1,1.6,0.213,5,1,6,0.7,1976
,,,,,,,,,,,,,,,,,,,,,,,,,,1976
Clyde Lee,C,31,PHI,3,53,10.2,0.771,,1.167,7.9,25.6,16.4,2.3,0,1.1,,,0.1,0,0.1,0.109,-3.2,0,-3.1,0,1976
Phil Lumpkin,PG,24,PHO,17,136,9.2,0.429,,0.467,3.9,6.5,5.1,20.1,0.7,0,,,0,0.1,0,0.011,-1.5,-1.6,-3.1,0,1976
Clyde Mayes,PF,22,MIL,3,41,3.3,0.37,,0.8,0,15.3,9,2.8,1.1,1.2,,,-0.1,0,-0.1,-0.096,-5.8,0.2,-5.6,0,1976
Bob McAdoo*,C,24,BUF,9,406,19.8,0.502,,0.381,8.6,24.7,17,11.6,0.8,2.2,,,0.4,0.5,0.8,0.095,1.3,-0.5,0.8,0.3,1976
Glenn McDonald,SF,23,BOS,13,68,4.6,0.367,,0.231,1.6,10.9,6.3,8.6,0.7,0,,,-0.2,0.1,-0.1,-0.044,-6,-1.5,-7.5,-0.1,1976
George McGinnis*,PF,25,PHI,3,120,20.1,0.501,,0.295,7.9,30.1,18.6,15.5,0.4,1.9,,,0.2,0.1,0.3,0.136,2.9,-0.1,2.8,0.1,1976
Jon McGlocklin,SG,32,MIL,2,13,18.5,0.75,,0,11.4,0,4.7,11.8,3.5,0,,,0,0,0,0.158,2.1,3,5.1,0,1976
Tom McMillen,C,23,BUF,1,3,17.4,0.5,,0,37.4,0,17.9,0,0,0,,,0,0,0,0.187,-1.4,-6.2,-7.6,0,1976
Jim McMillian,SF,27,BUF,9,348,13.5,0.532,,0.295,3.6,7.7,5.7,8,1.9,0.6,,,0.4,0.2,0.6,0.08,-0.1,-0.1,-0.2,0.2,1976
John Mengelt,SG,26,DET,9,119,22.1,0.641,,0.482,1.8,11,6.4,13.1,1.5,0.4,,,0.4,0,0.4,0.153,1.1,0.6,1.7,0.1,1976
Dave Meyers,PF,22,MIL,3,54,15.2,0.649,,1.545,5.5,23.2,15.9,4.7,0.8,0,,,0.1,0,0.1,0.104,-2.3,-0.5,-2.7,0,1976
Steve Mix,SF,28,PHI,3,134,12.9,0.437,,0.217,4.7,10.1,7.3,11.9,3.9,0.9,,,0.1,0.1,0.2,0.078,0.7,1.8,2.5,0.1,1976
Eric Money,PG,20,DET,9,273,15.1,0.495,,0.2,4,4.8,4.4,24.8,2.3,0.2,,,0.2,-0.1,0.2,0.029,-1.3,-0.2,-1.5,0,1976
Jeff Mullins,SG,33,GSW,8,33,9.2,0.375,,0,9.2,3.2,6.3,12.3,2.8,1.7,,,0,0,0,-0.03,-4.6,-0.6,-5.2,0,1976
Don Nelson*,SF,35,BOS,18,315,16,0.593,,0.639,5.8,12.1,9,8.4,0.5,0.4,,,0.8,0.4,1.2,0.186,2,-0.6,1.4,0.3,1976
Connie Norman,SG,22,PHI,1,1,83.1,1,,0,0,100,54.4,0,0,0,,,0,0,0,1.591,31.8,16.1,47.9,0,1976
Willie Norwood,SF,28,SEA,6,215,9,0.448,,0.31,10.8,10.1,10.4,5,1.5,0.3,,,0,0,0,-0.003,-2.7,-1,-3.6,-0.1,1976
Curtis Perry,PF,27,PHO,19,615,13.2,0.488,,0.312,10.8,14.8,12.7,8.6,0.9,1.5,,,0.3,0.6,0.9,0.07,-0.4,-1,-1.4,0.1,1976
Howard Porter,SF,27,DET,9,213,17.8,0.56,,0.175,11.3,10.2,10.7,4.1,1.5,1.2,,,0.6,0,0.5,0.12,1.4,-0.9,0.5,0.1,1976
Jim Price,PG,26,MIL,1,19,16,0.451,,0.875,0,0,0,29.1,2.4,0,,,0,0,0,-0.089,-2.6,-2.4,-5,0,1976
,,,,,,,,,,,,,,,,,,,,,,,,,,1976
Clifford Ray,C,27,GSW,13,377,17,0.628,,0.43,11.6,24.5,17.9,6.7,2.3,2.8,,,0.8,0.6,1.4,0.178,2.1,1.1,3.2,0.5,1976
Kevin Restani,PF,24,MIL,3,33,2.6,0.2,,0,0,15.8,9.3,3.6,1.4,0,,,-0.1,0,-0.1,-0.106,-2.8,-0.6,-3.4,0,1976
Pat Riley*,SG,30,PHO,5,27,10.5,0.421,,0.067,0,0,0,29.9,0,0,,,0,0,0,-0.069,-1.9,-3.3,-5.2,0,1976
Mike Riordan,SF,30,WSB,6,31,4.2,0.375,,0,3.7,15.4,10,5,0,0,,,-0.1,0,0,-0.022,-5.3,-1.3,-6.6,0,1976
Truck Robinson,PF,24,WSB,7,137,14.5,0.53,,0.568,6.6,17.4,12.5,5.9,1.8,3.1,,,0,0.3,0.3,0.113,-1.5,1.7,0.2,0.1,1976
Curtis Rowe,PF,26,DET,9,346,14.4,0.536,,0.306,7.9,14.1,11,9.7,0.8,1.2,,,0.6,-0.1,0.5,0.072,0.5,-0.3,0.2,0.2,1976
Campy Russell,SF,24,CLE,13,328,16,0.478,,0.342,7.8,15.7,11.5,7.3,1.2,1.3,,,0.2,0.5,0.8,0.11,0.7,-0.6,0,0.2,1976
Dale Schlueter,C,30,BUF,8,44,13.4,0.778,,0.857,5.1,14.1,9.8,6.1,1,3.5,,,0.1,0,0.1,0.129,-2.5,2.6,0.1,0,1976
Charlie Scott*,SG,27,BOS,18,632,12,0.439,,0.254,3.9,8.9,6.4,17.9,1.6,0.7,,,-0.3,1,0.7,0.052,-1.5,-0.2,-1.6,0.1,1976
Bruce Seals,SF,22,SEA,6,181,12.9,0.491,,0.382,8.9,14.6,11.7,2.4,1.3,1.8,,,0.1,0,0.1,0.031,-2.3,-0.9,-3.1,-0.1,1976
John Shumate,PF,23,BUF,9,362,14.5,0.584,,0.413,7.8,14.8,11.4,9.8,1.1,1.8,,,0.6,0.3,0.8,0.109,1.3,0.6,1.9,0.4,1976
Paul Silas,PF,32,BOS,18,741,13.3,0.526,,0.448,11.3,24,17.7,8,1.5,0.5,,,0.9,1.5,2.3,0.152,1.9,0.7,2.6,0.9,1976
Tal Skinner,SF,23,SEA,6,86,10.8,0.461,,1.071,8.1,12.6,10.3,10,2.6,1.3,,,0,0,0,0,-2.1,1.3,-0.8,0,1976
Bingo Smith,SG,29,CLE,13,379,12.9,0.469,,0.152,3,9.4,6.1,13.2,1.4,0.5,,,0.2,0.5,0.7,0.086,0.7,-0.3,0.4,0.2,1976
Elmore Smith,C,26,MIL,3,104,15.8,0.607,,0.778,7.1,17.1,13,1.3,0.9,5.1,,,0.1,0,0.2,0.082,-1.6,1.4,-0.2,0,1976
Phil Smith,SG,23,GSW,13,493,21.3,0.558,,0.322,4.7,8.2,6.4,18.3,2,0.7,,,1.6,0.3,1.9,0.184,4.8,-0.8,4.1,0.7,1976
Randy Smith,SG,27,BUF,9,386,19.2,0.556,,0.304,1.5,12.6,7.3,31,1.7,0,,,0.8,0.2,1,0.123,1.9,-0.1,1.9,0.4,1976
Dick Snyder,SG,31,CLE,13,364,13.3,0.479,,0.144,2.8,5.8,4.3,14.3,1.5,1,,,0.3,0.5,0.7,0.098,1.2,0,1.3,0.3,1976
Ricky Sobers,SG,23,PHO,19,563,14.7,0.528,,0.322,3.7,8.4,6,20.9,1.5,0.6,,,0.5,0.4,0.9,0.08,0.1,-0.4,-0.3,0.2,1976
Kevin Stacom,SG,24,BOS,17,195,4.9,0.341,,0.244,4.9,4.4,4.6,11.1,1.2,0,,,-0.3,0.2,0,-0.001,-2.9,-0.3,-3.3,-0.1,1976
,,,,,,,,,,,,,,,,,,,,,,,,,,1976
Terry Thomas,PF,22,DET,4,6,-20.2,0,,0,18.2,0,9.1,0,0,0,,,-0.1,0,-0.1,-0.871,-25.5,-15.2,-40.7,-0.1,1976
Nate Thurmond*,C,34,CLE,13,375,13.4,0.467,,0.405,10.3,23.6,16.6,10.9,0.8,4.5,,,0.1,0.8,0.9,0.116,-0.1,2.2,2,0.4,1976
George Trapp,PF,27,DET,9,153,15.4,0.459,,0.202,8.6,16.3,12.5,8.6,1.2,1.4,,,0,0,0,0.014,-3.2,-1.4,-4.5,-0.1,1976
Wes Unseld*,C,29,WSB,7,310,11.5,0.494,,0.615,9.5,18.2,14.2,13.3,1,0.7,,,0.1,0.6,0.7,0.111,1.8,0.3,2.1,0.3,1976
Dick Van Arsdale,SG,32,PHO,19,472,10.9,0.558,,0.368,2.2,3,2.6,11.3,1.3,0.2,,,0.6,0.2,0.8,0.084,-0.3,-0.6,-0.8,0.1,1976
Foots Walker,PG,24,CLE,13,125,13.3,0.478,,0.37,4.1,9.8,6.8,26.4,2.8,0.5,,,0,0.2,0.3,0.098,-0.9,1.7,0.8,0.1,1976
Slick Watts,PG,24,SEA,6,197,15,0.449,,0.333,2.9,8,5.4,35.3,2.8,0.6,,,-0.1,0,-0.1,-0.015,-2,-0.2,-2.2,0,1976
Nick Weatherspoon,SF,25,WSB,7,224,11.8,0.473,,0.313,5.1,13.6,9.7,7.8,0.4,1,,,-0.1,0.3,0.2,0.052,-0.7,-1.2,-1.9,0,1976
Bob Weiss,PG,33,BUF,7,36,7.2,0.429,,0.375,0,11.5,6,10.8,2.6,0,,,0,0,0,-0.001,-5.8,1.5,-4.3,0,1976
Paul Westphal*,PG,25,PHO,19,685,19.1,0.551,,0.288,2.1,5.3,3.7,23.3,2.3,0.7,,,1.3,0.6,1.9,0.134,3,0.1,3,0.8,1976
John Wetzel,SG,31,PHO,2,5,13.8,1.136,,,0,43.9,21.5,0,0,0,,,0,0,0,0.16,-7.9,2.4,-5.5,0,1976
Jo Jo White*,PG,29,BOS,18,791,15.5,0.494,,0.256,1.6,7.9,4.8,20.8,1.4,0.1,,,1,1.1,2.1,0.127,2.1,-0.5,1.6,0.7,1976
Jamaal Wilkes*,SF,22,GSW,13,450,14.5,0.471,,0.225,5.6,18.4,11.9,8.8,1.2,1,,,0.4,0.4,0.8,0.087,0.5,-1.5,-1,0.1,1976
Gus Williams,PG,22,GSW,11,178,11.4,0.393,,0.247,2.8,5.4,4.1,19.4,2.8,0,,,-0.2,0.1,-0.1,-0.019,-3.4,-1.5,-4.9,-0.1,1976
Brian Winters,SG,23,MIL,3,126,22,0.639,,0.081,3.5,3.3,3.4,20.8,1.8,0.8,,,0.5,0,0.5,0.174,3.4,0.2,3.5,0.2,1976
Luke Witte,C,25,CLE,7,28,24.8,0.627,,0.364,14.6,20,17.1,25,0,0,,,0.1,0,0.2,0.265,6.5,1.3,7.9,0.1,1976
Kareem Abdul-Jabbar*,C,29,LAL,11,467,32.4,0.646,,0.496,11.4,31.5,21.6,18.1,1.9,4.2,,,2.3,0.9,3.2,0.332,9.6,2.6,12.2,1.7,1977
Tom Abernethy,SF,22,LAL,11,214,12.4,0.517,,0.54,5.9,13.4,9.7,13.7,1.5,0.5,,,0.2,0.2,0.3,0.075,0.3,-0.5,-0.2,0.1,1977
Lucius Allen,PG,29,LAL,7,186,13.6,0.426,,0.232,3.9,13.7,8.9,19.1,2.7,0.8,,,-0.1,0.2,0.1,0.019,-1.9,0.1,-1.8,0,1977
Rick Barry*,SF,32,GSW,10,415,20.4,0.505,,0.168,5.6,8.3,6.9,18.3,1.9,0.9,,,1.1,0.3,1.4,0.166,4.7,0,4.8,0.7,1977
Byron Beck,PF,32,DEN,5,29,5.6,0.405,,0.222,7.1,15,11,4.8,0,0,,,0,0,0,-0.011,-3.9,-3,-6.9,0,1977
Henry Bibby,PG,27,PHI,19,691,10.2,0.473,,0.299,4.2,6.3,5.2,14.3,1.6,0.1,,,0.3,0.4,0.7,0.046,-1.2,-0.6,-1.8,0,1977
Dave Bing*,SG,33,WSB,8,55,14.8,0.474,,0.125,5.9,5.5,5.7,15.2,0,0.9,,,0,0,0.1,0.047,0.6,-2.2,-1.6,0,1977
Tom Boerwinkle,C,31,CHI,3,17,18.1,0.2,,0,13.2,61.6,35.6,60.8,0,3.4,,,-0.1,0,-0.1,-0.165,1.6,4.7,6.3,0,1977
Tom Boswell,PF,23,BOS,9,81,8.7,0.484,,0.333,12.5,12.2,12.4,11.4,0.6,0,,,0,0.1,0.1,0.047,-2.7,-0.4,-3.2,0,1977
Jim Brewer,PF,25,CLE,3,113,10.1,0.419,,0.037,8.3,23.8,15.1,5.8,1.6,2.1,,,0,0.2,0.3,0.109,-0.6,1.2,0.6,0.1,1977
Allan Bristow,SF,25,SAS,2,28,9.6,0.309,,1,10.1,4.2,7.5,33.5,3.1,0,,,-0.1,0,-0.1,-0.139,-5.2,-0.1,-5.3,0,1977
Gary Brokaw,SG,23,CLE,3,44,16.9,0.462,,0.316,5.8,2.4,4.3,42,2.1,1.3,,,0,0.1,0.1,0.085,3,0.8,3.7,0.1,1977
Roger Brown,C,26,DET,2,5,0,0,,0,0,0,0,0,0,9.4,,,0,0,0,-0.213,-7.3,0.8,-6.5,0,1977
Joe Bryant,PF,22,PHI,10,74,12.2,0.42,,0.258,2.8,17.6,10.3,13.2,3.6,1.4,,,-0.1,0.1,0,0.015,-3.4,1.8,-1.6,0,1977
Corky Calhoun,SF,26,POR,12,94,9.5,0.532,,0.12,7,8.8,7.9,5.5,1.9,1.2,,,0,0.1,0.2,0.084,-0.3,-0.5,-0.8,0,1977
Mack Calvin,PG,29,DEN,6,112,15.4,0.588,,0.725,0.9,7.8,4.3,18,0.4,0,,,0.3,0.1,0.3,0.135,1.1,-2.1,-1,0,1977
Austin Carr,SG,28,CLE,3,83,4.3,0.285,,0.077,4.1,7.8,5.7,16.7,1.1,0.7,,,-0.3,0.1,-0.2,-0.092,-5.6,-1.6,-7.2,-0.1,1977
M.L. Carr,SF,26,DET,3,112,8,0.411,,0.226,8,6.2,7,7,0.4,1.3,,,0,-0.1,-0.1,-0.055,-3,-1.4,-4.3,-0.1,1977
Harvey Catchings,C,25,PHI,8,54,4.3,0.316,,0.6,9.6,13,11.3,2.2,0,3.8,,,-0.1,0,0,-0.017,-4.1,-0.3,-4.4,0,1977
Don Chaney,SG,30,LAL,11,412,9.6,0.416,,0.229,6.1,6.9,6.5,15.3,2.4,0.4,,,0,0.3,0.2,0.028,-1.1,0,-1.1,0.1,1977
,,,,,,,,,,,,,,,,,,,,,,,,,,1977
Phil Chenier,SG,26,WSB,9,360,18.2,0.527,,0.296,2.4,9,5.8,10.6,2,0.6,,,0.7,0.3,1,0.137,2.6,0.3,2.9,0.4,1977
Jim Chones,C,27,CLE,3,99,15.1,0.648,,0.259,9.5,21.7,14.9,4.4,0,0.6,,,0.3,0.1,0.4,0.213,3,-0.9,2.2,0.1,1977
Doug Collins,SG,25,PHI,19,759,17.6,0.59,,0.302,4.1,6.5,5.3,15.1,1.7,0.2,,,2.1,0.5,2.6,0.163,3.1,-0.6,2.5,0.9,1977
Norm Cook,SF,21,BOS,1,3,41,1,,0,0,0,0,0,0,0,,,0,0,0,0.475,22.1,4.9,27,0,1977
Dave Cowens*,C,28,BOS,9,379,14.5,0.472,,0.149,7.7,27.5,17.7,13.9,0.9,1.8,,,0.2,0.6,0.8,0.101,1.3,1.2,2.5,0.4,1977
Louie Dampier*,PG,32,SAS,2,62,5.7,0.338,,0.25,0,5.7,2.5,18.4,0.7,0.8,,,-0.1,0,-0.1,-0.06,-4.3,-1.2,-5.6,-0.1,1977
Johnny Davis,SG,21,POR,16,436,13.6,0.537,,0.398,2.5,5.5,4,15.6,2.9,0.4,,,0.4,0.6,1,0.113,2,0.1,2.1,0.5,1977
Darryl Dawkins,C,20,PHI,18,331,14.4,0.566,,0.495,2.8,27,15.1,7.1,1.1,2.8,,,0.3,0.5,0.8,0.115,-0.6,1.3,0.6,0.2,1977
Coby Dietrick,C,28,SAS,2,64,11.7,0.507,,0.261,5.9,9.3,7.4,11.7,0.7,0,,,0.1,0,0.1,0.067,0.5,-1.3,-0.8,0,1977
Leon Douglas,C,22,DET,3,57,5.5,0.311,,0.538,7,9.1,8.1,6.5,0.8,4.1,,,-0.2,0,-0.2,-0.148,-8.6,0.8,-7.8,-0.1,1977
Charles Dudley,PG,26,GSW,10,236,13.1,0.435,,0.622,6.7,9,7.8,34.1,1.4,0,,,0,0.1,0.2,0.039,0.2,0.1,0.3,0.1,1977
Mike Dunleavy,PG,22,PHI,11,68,7.5,0.404,,0.2,1.5,4.4,3,17.7,2,0,,,-0.1,0,-0.1,-0.051,-5.7,-1,-6.7,-0.1,1977
Al Eberhard,SF,24,DET,3,42,3.4,0.28,,0.889,4.8,14.4,9.9,5.6,1.1,0,,,-0.1,0,-0.1,-0.17,-8.9,-1.6,-10.5,-0.1,1977
Julius Erving*,SF,26,PHI,19,758,22.9,0.577,,0.344,5.6,10.7,8.2,18.4,2.4,1.6,,,2.6,0.8,3.4,0.215,6.6,0.7,7.4,1.8,1977
Chris Ford,SG,28,DET,3,101,14.1,0.427,,0.205,7.9,9.4,8.7,17.1,3.3,0,,,0,0,0,-0.017,-3,1.1,-1.9,0,1977
Don Ford,PF,24,LAL,11,333,13.4,0.488,,0.367,6.9,11,9,15.4,2.4,0.6,,,0.2,0.3,0.5,0.071,0.6,-0.1,0.5,0.2,1977
World B. Free,SG,23,PHI,15,281,15.2,0.439,,0.453,3.7,7.9,5.8,15.8,1.9,1.5,,,-0.3,0.2,-0.1,-0.01,-1.6,-1.7,-3.3,-0.1,1977
Terry Furlow,SG,22,PHI,5,16,31.5,0.627,,0.364,19.5,12.6,15.9,0,2.8,0,,,0.1,0,0.1,0.295,8.7,0.2,8.9,0,1977
Mike Gale,SG,26,SAS,2,67,12.1,0.422,,0.304,7,8.8,7.8,20.7,2.6,1.6,,,-0.1,0.1,0,0.017,-1.9,1.3,-0.6,0,1977
George Gervin*,SF,24,SAS,2,62,18.6,0.494,,0.341,7.6,11.5,9.3,8.8,0.7,1.7,,,0,0,0.1,0.055,1.6,-1.6,-0.1,0,1977
,,,,,,,,,,,,,,,,,,,,,,,,,,1977
Herm Gilliam,SG,30,POR,18,295,10.3,0.448,,0.098,2.6,4.6,3.6,14.8,2,0.2,,,-0.1,0.3,0.2,0.039,-0.3,-1.5,-1.8,0,1977
Artis Gilmore*,C,27,CHI,3,126,18.3,0.559,,0.575,13.4,24.9,18.7,8.1,1.1,3.7,,,0.2,0.2,0.3,0.129,2.3,-0.2,2.2,0.1,1977
Leonard Gray,PF,25,WSB,8,52,1.7,0.286,,0,4.1,13.7,9,2.6,1.8,0,,,-0.2,0,-0.2,-0.149,-9.7,-1.3,-11,-0.1,1977
Kevin Grevey,SF,23,WSB,9,225,8.7,0.443,,0.261,4.8,2.7,3.7,5.1,0.4,1.1,,,0,0,0,-0.002,-1.7,-1.8,-3.5,-0.1,1977
Bob Gross,SF,23,POR,19,583,18.7,0.639,,0.29,9.2,11.2,10.2,18.9,2.5,1.4,,,1.5,1,2.5,0.203,4.8,0.7,5.6,1.1,1977
John Havlicek*,SF,36,BOS,9,375,12.6,0.437,,0.299,4,9,6.5,23.9,1,0.6,,,0,0.3,0.3,0.038,0.3,-0.9,-0.5,0.1,1977
Elvin Hayes*,PF,31,WSB,9,405,15.7,0.475,,0.341,7.7,23.3,15.7,6.3,1.2,2.7,,,0.2,0.6,0.8,0.092,0.1,0.4,0.5,0.2,1977
Tom Henderson,PG,25,WSB,9,322,14.3,0.493,,0.333,2.7,3.8,3.2,27.8,1.6,0.3,,,0.3,0.1,0.4,0.065,0.9,-0.9,0.1,0.2,1977
Phil Hicks,SF,24,CHI,1,4,-3.9,0,,0,28.1,65.5,45.4,0,0,0,,,-0.1,0,0,-0.589,-16.4,-8.2,-24.7,0,1977
Wilbur Holland,SG,25,CHI,3,84,14.3,0.573,,0.294,6.7,6.2,6.5,6.7,0.6,0,,,0.2,0,0.2,0.108,0.4,-1.9,-1.6,0,1977
Lionel Hollins,PG,23,POR,19,682,13.3,0.456,,0.274,2.1,5.9,4.1,17.4,3.1,0.4,,,-0.4,1,0.6,0.044,-0.5,-0.7,-1.1,0.1,1977
Dan Issel*,C,28,DEN,6,222,19.3,0.57,,0.469,8.4,19.6,13.8,12.9,1,1,,,0.6,0.2,0.9,0.185,4.6,-0.7,3.9,0.3,1977
Charles Johnson,PG,27,GSW,10,161,9.5,0.419,,0.108,2.9,6.3,4.5,5.9,2.3,0.3,,,0,0.1,0.1,0.021,-2.8,-0.1,-3,0,1977
John Johnson,SF,29,HOU,12,146,10.4,0.429,,0.246,5.2,16.9,11,7.9,1.3,0,,,0,0,0,0.004,-3.8,-0.6,-4.4,-0.1,1977
Mickey Johnson,PF,24,CHI,3,124,21,0.519,,0.222,12.7,26.4,19,12.2,1.9,0.9,,,0.1,0.2,0.3,0.113,2.9,-1.1,1.8,0.1,1977
Bobby Jones*,PF,25,DEN,6,187,16.7,0.504,,0.266,6.1,13.9,9.9,17.3,4.1,4.1,,,0.1,0.4,0.5,0.135,2,3.9,5.9,0.4,1977
Caldwell Jones,C,26,PHI,19,513,9.7,0.534,,0.411,7.7,21.9,14.9,4.8,0.8,4,,,0.1,0.7,0.9,0.08,-1.8,1.6,-0.2,0.2,1977
Dwight Jones,PF,24,HOU,12,246,11,0.506,,0.365,5.7,17.4,11.5,7.3,1.5,0.7,,,0.2,0.1,0.3,0.06,-1.7,1.1,-0.6,0.1,1977
Robin Jones,C,22,POR,19,105,11.5,0.501,,0.281,8.4,14.8,11.7,11.1,1.7,2.1,,,0,0.2,0.1,0.067,-1.7,0.2,-1.6,0,1977
George Karl,PG,25,SAS,1,1,0,,,,0,0,0,0,0,0,,,0,0,0,0.002,-4.9,-1.5,-6.3,0,1977
,,,,,,,,,,,,,,,,,,,,,,,,,,1977
Goo Kennedy,SF,27,HOU,6,35,11.5,0.551,,0.2,12.4,25.7,19,0,0,0,,,0.1,0,0.1,0.093,-1.9,-1.2,-3.1,0,1977
Larry Kenon,PF,24,SAS,2,79,13.7,0.502,,0.061,3.6,18,10,11.7,2.8,0.7,,,0,0.1,0.1,0.086,-0.4,1.5,1.1,0.1,1977
Tom Kropp,SG,23,CHI,1,2,-13.2,,,,0,0,0,0,0,0,,,0,0,0,-0.643,-29.8,-1.7,-31.5,0,1977
Kevin Kunnert,C,25,HOU,12,328,13.1,0.499,,0.221,15.9,20.2,18,5.4,0.3,1.3,,,0.4,0.1,0.5,0.074,-1,-1,-2,0,1977
Mitch Kupchak,C,22,WSB,9,252,19.6,0.63,,0.656,12,16.1,14.1,6.2,0.4,0.6,,,0.9,0.2,1,0.197,2.9,-1,1.9,0.2,1977
C.J. Kupec,SF,24,LAL,11,57,13.5,0.498,,0.389,5.5,23.3,14.5,9.9,2.4,0,,,0,0.1,0.1,0.071,-1.3,0.1,-1.2,0,1977
